Designator,Footprint,Mid X,Mid Y,Layer,Rotation,Comment,Group,Function
JP38,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,71.79mm,173.42mm,B,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP40,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,74.96mm,186.12mm,B,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP41,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,71.79mm,186.12mm,B,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP43,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,74.96mm,198.82mm,B,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP44,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,71.79mm,198.82mm,B,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP46,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,74.96mm,211.52mm,B,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP47,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,71.79mm,211.52mm,B,180,JUMPER-PAD-3-NC_BY_PASTE,,
Q30,SOT23-3,140.00mm,136.94mm,B,0,MOSFET-NCHANNELAO3404A,,
Q31,SOT23-3,140.01mm,119.90mm,B,0,MOSFET-NCHANNELAO3404A,,
Q32,SOT23-3,133.54mm,193.10mm,B,0,MOSFET-NCHANNELAO3404A,,
Q35,SOT23-3,135.45mm,161.03mm,B,0,MOSFET-NCHANNELAO3404A,,
Q36,SOT23-3,115.95mm,27.43mm,B,-90,MOSFET-NCHANNELAO3404A,,
Q37,SOT23-3,145.67mm,27.43mm,B,-90,MOSFET-NCHANNELAO3404A,,
R1,0402-RES,77.66mm,18.00mm,B,180,47,1,
R2,0402-RES,67.19mm,17.53mm,B,180,47,1,
R5,1206,72.42mm,13.71mm,B,180,125,1,
R7,1206,62.11mm,13.71mm,B,180,125,1,
R12,805,52.90mm,14.03mm,B,0,0,1,
R15,0402-RES,13.53mm,19.43mm,B,180,250,1,4W
R16,0402-RES,13.53mm,17.37mm,B,180,250,1,4W
R18,0402-RES,77.66mm,30.70mm,B,180,47,2,
R19,0402-RES,67.19mm,30.23mm,B,180,47,2,
R22,1206,72.42mm,26.42mm,B,180,125,2,
R24,1206,62.11mm,26.42mm,B,180,125,2,
R29,805,52.90mm,26.73mm,B,0,0,2,
R32,0402-RES,13.53mm,32.13mm,B,180,250,2,4W
R33,0402-RES,13.53mm,30.07mm,B,180,250,2,4W
R35,0402-RES,77.66mm,43.40mm,B,180,47,3,
R36,0402-RES,67.19mm,42.93mm,B,180,47,3,
R39,1206,72.42mm,39.12mm,B,180,125,3,
R41,1206,62.11mm,39.12mm,B,180,125,3,
R46,805,52.90mm,39.43mm,B,0,0,3,
R49,0402-RES,13.53mm,44.83mm,B,180,250,3,4W
R50,0402-RES,13.53mm,42.77mm,B,180,250,3,4W
R52,0402-RES,77.66mm,56.10mm,B,180,47,4,
R53,0402-RES,67.19mm,55.62mm,B,180,47,4,
R56,1206,72.42mm,51.82mm,B,180,125,4,
R58,1206,62.11mm,51.82mm,B,180,125,4,
R63,805,52.90mm,52.13mm,B,0,0,4,
R66,0402-RES,13.53mm,57.53mm,B,180,250,4,4W
R67,0402-RES,13.53mm,55.47mm,B,180,250,4,4W
R69,0402-RES,77.66mm,68.80mm,B,180,47,5,
R70,0402-RES,67.19mm,68.33mm,B,180,47,5,
R73,1206,72.42mm,64.52mm,B,180,125,5,
R75,1206,62.11mm,64.52mm,B,180,125,5,
R80,805,52.90mm,64.83mm,B,0,0,5,
R83,0402-RES,13.53mm,70.23mm,B,180,250,5,4W
R84,0402-RES,13.53mm,68.17mm,B,180,250,5,4W
R86,0402-RES,77.66mm,81.50mm,B,180,47,6,
R87,0402-RES,67.19mm,81.03mm,B,180,47,6,
R90,1206,72.42mm,77.22mm,B,180,125,6,
R92,1206,62.11mm,77.22mm,B,180,125,6,
R97,805,52.90mm,77.53mm,B,0,0,6,
R100,0402-RES,13.53mm,82.93mm,B,180,250,6,4W
R101,0402-RES,13.53mm,80.87mm,B,180,250,6,4W
R103,0402-RES,77.66mm,94.20mm,B,180,47,7,
R104,0402-RES,67.19mm,93.73mm,B,180,47,7,
R107,1206,72.42mm,89.92mm,B,180,125,7,
R109,1206,62.11mm,89.92mm,B,180,125,7,
R114,805,52.90mm,90.23mm,B,0,0,7,
R117,0402-RES,13.53mm,95.63mm,B,180,250,7,4W
R118,0402-RES,13.53mm,93.57mm,B,180,250,7,4W
R120,0402-RES,77.66mm,106.90mm,B,180,47,8,
R121,0402-RES,67.19mm,106.43mm,B,180,47,8,
R124,1206,72.42mm,102.62mm,B,180,125,8,
R126,1206,62.11mm,102.62mm,B,180,125,8,
R131,805,52.90mm,102.93mm,B,0,0,8,
R134,0402-RES,13.53mm,108.33mm,B,180,250,8,4W
R135,0402-RES,13.53mm,106.27mm,B,180,250,8,4W
R137,0402-RES,77.66mm,119.60mm,B,180,47,9,
R138,0402-RES,67.19mm,119.12mm,B,180,47,9,
R141,1206,72.42mm,115.32mm,B,180,125,9,
R143,1206,62.11mm,115.32mm,B,180,125,9,
R148,805,52.90mm,115.63mm,B,0,0,9,
R151,0402-RES,13.53mm,121.03mm,B,180,250,9,4W
R152,0402-RES,13.53mm,118.97mm,B,180,250,9,4W
R154,0402-RES,77.66mm,132.30mm,B,180,47,10,
R155,0402-RES,67.19mm,131.83mm,B,180,47,10,
R158,1206,72.42mm,128.02mm,B,180,125,10,
R160,1206,62.11mm,128.02mm,B,180,125,10,
R165,805,52.90mm,128.33mm,B,0,0,10,
R168,0402-RES,13.53mm,133.73mm,B,180,250,10,4W
R169,0402-RES,13.53mm,131.67mm,B,180,250,10,4W
R171,0402-RES,77.66mm,145.00mm,B,180,47,11,
R172,0402-RES,67.19mm,144.53mm,B,180,47,11,
R175,1206,72.42mm,140.72mm,B,180,125,11,
R177,1206,62.11mm,140.72mm,B,180,125,11,
R182,805,52.90mm,141.03mm,B,0,0,11,
R185,0402-RES,13.53mm,146.43mm,B,180,250,11,4W
R186,0402-RES,13.53mm,144.37mm,B,180,250,11,4W
R188,0402-RES,77.66mm,157.70mm,B,180,47,12,
R189,0402-RES,67.19mm,157.22mm,B,180,47,12,
R192,1206,72.42mm,153.42mm,B,180,125,12,
R194,1206,62.11mm,153.42mm,B,180,125,12,
R199,805,52.90mm,153.73mm,B,0,0,12,
R202,0402-RES,13.53mm,159.13mm,B,180,250,12,4W
R203,0402-RES,13.53mm,157.07mm,B,180,250,12,4W
R205,0402-RES,77.66mm,170.40mm,B,180,47,13,
R206,0402-RES,67.19mm,169.93mm,B,180,47,13,
R209,1206,72.42mm,166.12mm,B,180,125,13,
R211,1206,62.11mm,166.12mm,B,180,125,13,
R216,805,52.90mm,166.43mm,B,0,0,13,
R219,0402-RES,13.53mm,171.83mm,B,180,250,13,4W
R220,0402-RES,13.53mm,169.77mm,B,180,250,13,4W
R222,0402-RES,77.66mm,183.10mm,B,180,47,14,
R223,0402-RES,67.19mm,182.62mm,B,180,47,14,
R226,1206,72.42mm,178.81mm,B,180,125,14,
R228,1206,62.11mm,178.81mm,B,180,125,14,
R233,805,52.90mm,179.13mm,B,0,0,14,
R236,0402-RES,13.53mm,184.53mm,B,180,250,14,4W
R237,0402-RES,13.53mm,182.47mm,B,180,250,14,4W
R239,0402-RES,77.66mm,195.80mm,B,180,47,15,
R240,0402-RES,67.19mm,195.33mm,B,180,47,15,
R243,1206,72.42mm,191.52mm,B,180,125,15,
R245,1206,62.11mm,191.52mm,B,180,125,15,
R250,805,52.90mm,191.83mm,B,0,0,15,
R253,0402-RES,13.53mm,197.23mm,B,180,250,15,4W
R254,0402-RES,13.53mm,195.17mm,B,180,250,15,4W
R256,0402-RES,77.66mm,208.50mm,B,180,47,16,
R257,0402-RES,67.19mm,208.03mm,B,180,47,16,
R260,1206,72.42mm,204.22mm,B,180,125,16,
R262,1206,62.11mm,204.22mm,B,180,125,16,
R267,805,52.90mm,204.53mm,B,0,0,16,
R270,0402-RES,13.53mm,209.93mm,B,180,250,16,4W
R271,0402-RES,13.53mm,207.87mm,B,180,250,16,4W
R291,0402-RES,148.62mm,147.22mm,B,-90,15,,
R292,0402-RES,145.29mm,146.75mm,B,-90,15,,
R293,0402-RES,148.62mm,144.84mm,B,0,10k,,
R294,0402-RES,144.18mm,144.84mm,B,0,10k,,
R308,0402-RES,91.31mm,152.46mm,B,0,10k,,
R309,0402-RES,91.31mm,150.40mm,B,0,10k,,
R327,0402-RES,107.98mm,106.27mm,B,-90,100k,,
R331,0402-RES,135.61mm,86.74mm,B,-90,2k2,,
R332,0402-RES,126.40mm,88.65mm,B,90,2k2,,
R333,0402-RES,124.97mm,104.04mm,B,0,2k2,,
R334,0402-RES,124.97mm,83.88mm,B,180,2k2,,
R335,0402-RES,124.81mm,100.55mm,B,180,2k2,,
R336,0402-RES,127.83mm,75.15mm,B,0,2k2,,
R337,0402-RES,125.29mm,89.76mm,B,90,2k2,,
R345,0402-RES,143.39mm,75.31mm,B,-90,2k2,,
R346,0402-RES,142.12mm,75.31mm,B,-90,2k2,,
R362,0402-RES,91.31mm,73.72mm,B,0,10k,,
R363,0402-RES,91.31mm,71.66mm,B,0,10k,,
R366,0402-RES,144.97mm,103.89mm,B,90,15,,
R367,0402-RES,145.13mm,87.53mm,B,90,15,,
R368,0402-RES,143.05mm,137.13mm,B,-90,10k,,
R369,0402-RES,142.68mm,119.97mm,B,-90,10k,,
R370,0402-RES,144.57mm,137.00mm,B,-90,100k,,
R371,0402-RES,143.95mm,119.84mm,B,-90,100k,,
R398,0402-RES,77.82mm,5.62mm,B,180,470,,
R399,0402-RES,82.90mm,5.62mm,B,180,470,,
R400,0402-RES,87.82mm,5.62mm,B,180,470,,
R401,0402-RES,92.59mm,5.62mm,B,180,470,,
TVS1,SOD-323,150.05mm,139.76mm,B,90,,,
TVS2,SOD-323,142.75mm,151.19mm,B,-90,,,
TVS3,SOD-323,145.61mm,99.60mm,B,90,,,
TVS4,SOD-323,145.45mm,83.72mm,B,90,,,
U14,SOP65P640X110-20N,133.22mm,91.19mm,B,180,PCA9545APW,,
U20,SOP65P640X120-14N,102.43mm,217.87mm,B,0,SN74LVC125APW,,
FD1,FD,13.05125mm,14.0325mm,B,90,FD,,
FD2,FD,175.4525mm,27.20875mm,B,90,FD,,
FD3,FD,129.415mm,212.31125mm,B,90,FD,,
