Designator,Footprint,Mid X,Mid Y,Layer,Rotation,Comment,Group,Function
JP32,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-7.51mm,126.95mm,T,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP34,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-4.33mm,139.65mm,T,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP35,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-7.51mm,139.65mm,T,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP37,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-4.33mm,152.35mm,T,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP38,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-7.51mm,152.35mm,T,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP40,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-4.33mm,165.05mm,T,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP41,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-7.51mm,165.05mm,T,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP43,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-4.33mm,177.75mm,T,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP44,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-7.51mm,177.75mm,T,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP46,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-4.33mm,190.45mm,T,180,JUMPER-PAD-3-NC_BY_PASTE,,
JP47,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-7.51mm,190.45mm,T,180,JUMPER-PAD-3-NC_BY_PASTE,,
Q30,SOT23-3,60.70mm,115.87mm,T,0,MOSFET-NCHANNELAO3404A,,
Q31,SOT23-3,60.72mm,98.84mm,T,0,MOSFET-NCHANNELAO3404A,,
Q32,SOT23-3,54.25mm,172.04mm,T,0,MOSFET-NCHANNELAO3404A,,
Q35,SOT23-3,56.15mm,139.97mm,T,0,MOSFET-NCHANNELAO3404A,,
Q36,SOT23-3,36.66mm,6.37mm,T,-90,MOSFET-NCHANNELAO3404A,,
Q37,SOT23-3,66.37mm,6.37mm,T,-90,MOSFET-NCHANNELAO3404A,,
R1,0402-RES,-1.63mm,-3.06mm,T,180,47,1,
R2,0402-RES,-12.11mm,-3.54mm,T,180,47,1,
R5,1206,-6.87mm,-7.35mm,T,180,125,1,
R7,1206,-17.19mm,-7.35mm,T,180,125,1,
R12,805,-26.40mm,-7.03mm,T,0,0,1,
R15,0402-RES,-65.77mm,-1.64mm,T,180,250,1,4W
R16,0402-RES,-65.77mm,-3.70mm,T,180,250,1,4W
R18,0402-RES,-1.63mm,9.64mm,T,180,47,2,
R19,0402-RES,-12.11mm,9.16mm,T,180,47,2,
R22,1206,-6.87mm,5.35mm,T,180,125,2,
R24,1206,-17.19mm,5.35mm,T,180,125,2,
R29,805,-26.40mm,5.67mm,T,0,0,2,
R32,0402-RES,-65.77mm,11.07mm,T,180,250,2,4W
R33,0402-RES,-65.77mm,9.00mm,T,180,250,2,4W
R35,0402-RES,-1.63mm,22.34mm,T,180,47,3,
R36,0402-RES,-12.11mm,21.86mm,T,180,47,3,
R39,1206,-6.87mm,18.05mm,T,180,125,3,
R41,1206,-17.19mm,18.05mm,T,180,125,3,
R46,805,-26.40mm,18.37mm,T,0,0,3,
R49,0402-RES,-65.77mm,23.77mm,T,180,250,3,4W
R50,0402-RES,-65.77mm,21.70mm,T,180,250,3,4W
R52,0402-RES,-1.63mm,35.04mm,T,180,47,4,
R53,0402-RES,-12.11mm,34.56mm,T,180,47,4,
R56,1206,-6.87mm,30.75mm,T,180,125,4,
R58,1206,-17.19mm,30.75mm,T,180,125,4,
R63,805,-26.40mm,31.07mm,T,0,0,4,
R66,0402-RES,-65.77mm,36.47mm,T,180,250,4,4W
R67,0402-RES,-65.77mm,34.40mm,T,180,250,4,4W
R69,0402-RES,-1.63mm,47.74mm,T,180,47,5,
R70,0402-RES,-12.11mm,47.26mm,T,180,47,5,
R73,1206,-6.87mm,43.45mm,T,180,125,5,
R75,1206,-17.19mm,43.45mm,T,180,125,5,
R80,805,-26.40mm,43.77mm,T,0,0,5,
R83,0402-RES,-65.77mm,49.17mm,T,180,250,5,4W
R84,0402-RES,-65.77mm,47.10mm,T,180,250,5,4W
R86,0402-RES,-1.63mm,60.44mm,T,180,47,6,
R87,0402-RES,-12.11mm,59.96mm,T,180,47,6,
R90,1206,-6.87mm,56.15mm,T,180,125,6,
R92,1206,-17.19mm,56.15mm,T,180,125,6,
R97,805,-26.40mm,56.47mm,T,0,0,6,
R100,0402-RES,-65.77mm,61.87mm,T,180,250,6,4W
R101,0402-RES,-65.77mm,59.80mm,T,180,250,6,4W
R103,0402-RES,-1.63mm,73.14mm,T,180,47,7,
R104,0402-RES,-12.11mm,72.66mm,T,180,47,7,
R107,1206,-6.87mm,68.85mm,T,180,125,7,
R109,1206,-17.19mm,68.85mm,T,180,125,7,
R114,805,-26.40mm,69.17mm,T,0,0,7,
R117,0402-RES,-65.77mm,74.57mm,T,180,250,7,4W
R118,0402-RES,-65.77mm,72.50mm,T,180,250,7,4W
R120,0402-RES,-1.63mm,85.84mm,T,180,47,8,
R121,0402-RES,-12.11mm,85.36mm,T,180,47,8,
R124,1206,-6.87mm,81.55mm,T,180,125,8,
R126,1206,-17.19mm,81.55mm,T,180,125,8,
R131,805,-26.40mm,81.87mm,T,0,0,8,
R134,0402-RES,-65.77mm,87.27mm,T,180,250,8,4W
R135,0402-RES,-65.77mm,85.20mm,T,180,250,8,4W
R137,0402-RES,-1.63mm,98.54mm,T,180,47,9,
R138,0402-RES,-12.11mm,98.06mm,T,180,47,9,
R141,1206,-6.87mm,94.25mm,T,180,125,9,
R143,1206,-17.19mm,94.25mm,T,180,125,9,
R148,805,-26.40mm,94.57mm,T,0,0,9,
R151,0402-RES,-65.77mm,99.97mm,T,180,250,9,4W
R152,0402-RES,-65.77mm,97.90mm,T,180,250,9,4W
R154,0402-RES,-1.63mm,111.24mm,T,180,47,10,
R155,0402-RES,-12.11mm,110.76mm,T,180,47,10,
R158,1206,-6.87mm,106.95mm,T,180,125,10,
R160,1206,-17.19mm,106.95mm,T,180,125,10,
R165,805,-26.40mm,107.27mm,T,0,0,10,
R168,0402-RES,-65.77mm,112.67mm,T,180,250,10,4W
R169,0402-RES,-65.77mm,110.60mm,T,180,250,10,4W
R171,0402-RES,-1.63mm,123.94mm,T,180,47,11,
R172,0402-RES,-12.11mm,123.46mm,T,180,47,11,
R175,1206,-6.87mm,119.65mm,T,180,125,11,
R177,1206,-17.19mm,119.65mm,T,180,125,11,
R182,805,-26.40mm,119.97mm,T,0,0,11,
R185,0402-RES,-65.77mm,125.37mm,T,180,250,11,4W
R186,0402-RES,-65.77mm,123.30mm,T,180,250,11,4W
R188,0402-RES,-1.63mm,136.64mm,T,180,47,12,
R189,0402-RES,-12.11mm,136.16mm,T,180,47,12,
R192,1206,-6.87mm,132.35mm,T,180,125,12,
R194,1206,-17.19mm,132.35mm,T,180,125,12,
R199,805,-26.40mm,132.67mm,T,0,0,12,
R202,0402-RES,-65.77mm,138.06mm,T,180,250,12,4W
R203,0402-RES,-65.77mm,136.00mm,T,180,250,12,4W
R205,0402-RES,-1.63mm,149.34mm,T,180,47,13,
R206,0402-RES,-12.11mm,148.86mm,T,180,47,13,
R209,1206,-6.87mm,145.05mm,T,180,125,13,
R211,1206,-17.19mm,145.05mm,T,180,125,13,
R216,805,-26.40mm,145.37mm,T,0,0,13,
R219,0402-RES,-65.77mm,150.77mm,T,180,250,13,4W
R220,0402-RES,-65.77mm,148.70mm,T,180,250,13,4W
R222,0402-RES,-1.63mm,162.04mm,T,180,47,14,
R223,0402-RES,-12.11mm,161.56mm,T,180,47,14,
R226,1206,-6.87mm,157.75mm,T,180,125,14,
R228,1206,-17.19mm,157.75mm,T,180,125,14,
R233,805,-26.40mm,158.07mm,T,0,0,14,
R236,0402-RES,-65.77mm,163.47mm,T,180,250,14,4W
R237,0402-RES,-65.77mm,161.40mm,T,180,250,14,4W
R239,0402-RES,-1.63mm,174.74mm,T,180,47,15,
R240,0402-RES,-12.11mm,174.26mm,T,180,47,15,
R243,1206,-6.87mm,170.45mm,T,180,125,15,
R245,1206,-17.19mm,170.45mm,T,180,125,15,
R250,805,-26.40mm,170.77mm,T,0,0,15,
R253,0402-RES,-65.77mm,176.17mm,T,180,250,15,4W
R254,0402-RES,-65.77mm,174.10mm,T,180,250,15,4W
R256,0402-RES,-1.63mm,187.44mm,T,180,47,16,
R257,0402-RES,-12.11mm,186.96mm,T,180,47,16,
R260,1206,-6.87mm,183.15mm,T,180,125,16,
R262,1206,-17.19mm,183.15mm,T,180,125,16,
R267,805,-26.40mm,183.47mm,T,0,0,16,
R270,0402-RES,-65.77mm,188.87mm,T,180,250,16,4W
R271,0402-RES,-65.77mm,186.80mm,T,180,250,16,4W
R291,0402-RES,69.33mm,126.16mm,T,-90,15,,
R292,0402-RES,65.99mm,125.68mm,T,-90,15,,
R293,0402-RES,69.33mm,123.78mm,T,0,10k,,
R294,0402-RES,64.88mm,123.78mm,T,0,10k,,
R308,0402-RES,12.02mm,131.40mm,T,0,10k,,
R309,0402-RES,12.02mm,129.33mm,T,0,10k,,
R327,0402-RES,28.69mm,85.20mm,T,-90,100k,,
R331,0402-RES,56.31mm,65.68mm,T,-90,2k2,,
R332,0402-RES,47.10mm,67.58mm,T,-90,2k2,,
R333,0402-RES,45.67mm,82.98mm,T,0,2k2,,
R334,0402-RES,45.67mm,62.82mm,T,180,2k2,,
R335,0402-RES,45.51mm,79.49mm,T,180,2k2,,
R336,0402-RES,48.53mm,54.09mm,T,0,2k2,,
R337,0402-RES,45.99mm,68.69mm,T,-90,2k2,,
R345,0402-RES,64.09mm,54.25mm,T,-90,2k2,,
R346,0402-RES,62.82mm,54.25mm,T,-90,2k2,,
R362,0402-RES,12.02mm,52.66mm,T,0,10k,,
R363,0402-RES,12.02mm,50.59mm,T,0,10k,,
R366,0402-RES,65.67mm,82.82mm,T,-90,15,,
R367,0402-RES,65.83mm,66.47mm,T,-90,15,,
R368,0402-RES,63.75mm,116.06mm,T,-90,10k,,
R369,0402-RES,63.38mm,98.90mm,T,-90,10k,,
R370,0402-RES,65.28mm,115.93mm,T,-90,100k,,
R371,0402-RES,64.65mm,98.78mm,T,-90,100k,,
R398,0402-RES,-1.48mm,-15.45mm,T,180,470,,
R399,0402-RES,3.60mm,-15.45mm,T,180,470,,
R400,0402-RES,8.53mm,-15.45mm,T,180,470,,
R401,0402-RES,13.29mm,-15.45mm,T,180,470,,
TVS1,SOD-323,70.76mm,118.70mm,T,-90,,,
TVS2,SOD-323,63.45mm,130.13mm,T,-90,,,
TVS3,SOD-323,66.31mm,78.53mm,T,-90,,,
TVS4,SOD-323,66.15mm,62.66mm,T,-90,,,
U14,SOP65P640X110-20N,53.93mm,70.12mm,T,180,PCA9545APW,,
U20,SOP65P640X120-14N,23.13mm,196.80mm,T,0,SN74LVC125APW,,
