Designator,Footprint,Mid X,Mid Y,Layer,Rotation,Comment
R96,0402-RES,28.21mm,68.69mm,T,-90,250
R97,0402-RES,26.15mm,68.69mm,T,-90,250
R99,0805,22.81mm,29.32mm,T,270,0
R104,1206,136.80mm,20.11mm,T,-90,125
R109,0402-RES,140.61mm,15.03mm,T,-90,47
R110,0402-RES,141.08mm,4.56mm,T,-90,47
R112,1206,136.80mm,9.80mm,T,-90,125
R113,0402-RES,142.51mm,68.69mm,T,-90,250
R114,0402-RES,140.45mm,68.69mm,T,-90,250
R116,0805,137.11mm,29.32mm,T,270,0
R121,1206,35.20mm,20.11mm,T,-90,125
R126,0402-RES,39.01mm,15.03mm,T,-90,47
R127,0402-RES,39.48mm,4.56mm,T,-90,47
R129,1206,35.20mm,9.80mm,T,-90,125
R130,0402-RES,40.91mm,68.69mm,T,-90,250
R131,0402-RES,38.85mm,68.69mm,T,-90,250
R133,0805,35.51mm,29.32mm,T,270,0
R138,1206,162.20mm,20.11mm,T,-90,125
R143,0402-RES,166.01mm,15.03mm,T,-90,47
R144,0402-RES,166.48mm,4.56mm,T,-90,47
R146,1206,162.20mm,9.80mm,T,-90,125
R147,0402-RES,167.91mm,68.69mm,T,-90,250
R148,0402-RES,165.85mm,68.69mm,T,-90,250
R150,0805,162.51mm,29.32mm,T,270,0
R155,1206,47.89mm,20.11mm,T,-90,125
R160,0402-RES,51.70mm,15.03mm,T,-90,47
R161,0402-RES,52.18mm,4.56mm,T,-90,47
R163,1206,47.89mm,9.80mm,T,-90,125
R164,0402-RES,53.61mm,68.69mm,T,-90,250
R165,0402-RES,51.55mm,68.69mm,T,-90,250
R167,0805,48.21mm,29.32mm,T,270,0
R172,1206,149.50mm,20.11mm,T,-90,125
R177,0402-RES,153.31mm,15.03mm,T,-90,47
R178,0402-RES,153.78mm,4.56mm,T,-90,47
R180,1206,149.50mm,9.80mm,T,-90,125
R181,0402-RES,155.21mm,68.69mm,T,-90,250
R182,0402-RES,153.15mm,68.69mm,T,-90,250
R184,0805,149.81mm,29.32mm,T,270,0
R189,1206,60.60mm,20.11mm,T,-90,125
R194,0402-RES,64.41mm,15.03mm,T,-90,47
R195,0402-RES,64.88mm,4.56mm,T,-90,47
R197,1206,60.60mm,9.80mm,T,-90,125
R198,0402-RES,66.31mm,68.69mm,T,-90,250
R199,0402-RES,64.25mm,68.69mm,T,-90,250
R201,0805,60.91mm,29.32mm,T,270,0
R223,1206,73.30mm,20.11mm,T,-90,125
R228,0402-RES,77.11mm,15.03mm,T,-90,47
R229,0402-RES,77.58mm,4.56mm,T,-90,47
R231,1206,73.30mm,9.80mm,T,-90,125
R232,0402-RES,79.01mm,68.69mm,T,-90,250
R233,0402-RES,76.95mm,68.69mm,T,-90,250
R235,0805,73.61mm,29.32mm,T,270,0
R240,1206,174.90mm,20.11mm,T,-90,125
R245,0402-RES,178.71mm,15.03mm,T,-90,47
R246,0402-RES,179.18mm,4.56mm,T,-90,47
R248,1206,174.90mm,9.80mm,T,-90,125
R249,0402-RES,180.61mm,68.69mm,T,-90,250
R250,0402-RES,178.55mm,68.69mm,T,-90,250
R252,0805,175.21mm,29.32mm,T,270,0
R264,0402-RES,89.65mm,-25.77mm,T,180,100k
R265,0402-RES,128.22mm,-61.96mm,T,270,10k
R266,0402-RES,128.22mm,-66.41mm,T,270,10k
R267,0402-RES,130.60mm,-66.41mm,T,180,15
R268,0402-RES,130.13mm,-63.07mm,T,180,15
R271,0402-RES,135.84mm,-9.10mm,T,270,10k
R272,0402-RES,133.78mm,-9.10mm,T,270,10k
R314,1206,86.00mm,20.11mm,T,-90,125
R317,0402-RES,58.69mm,-61.17mm,T,180,2k2
R318,0402-RES,58.69mm,-59.90mm,T,180,2k2
R330,0402-RES,57.10mm,-9.10mm,T,270,10k
R331,0402-RES,55.04mm,-9.10mm,T,270,10k
R343,0402-RES,87.27mm,-62.75mm,T,360,15
R344,0402-RES,120.51mm,-60.83mm,T,180,10k
R345,0402-RES,120.38mm,-62.36mm,T,180,100k
R347,0402-RES,70.91mm,-62.91mm,T,360,15
R348,0402-RES,103.35mm,-60.46mm,T,180,10k
R349,0402-RES,103.22mm,-61.73mm,T,180,100k
R371,0402-RES,83.93mm,-42.59mm,T,-90,2k2
R372,0402-RES,67.26mm,-42.75mm,T,-90,2k2
R373,0402-RES,87.42mm,-42.75mm,T,270,2k2
R374,0402-RES,72.03mm,-44.18mm,T,360,2k2
R375,0402-RES,70.12mm,-53.39mm,T,180,2k2
R376,0402-RES,58.53mm,-45.61mm,T,270,2k2
R377,0402-RES,73.14mm,-43.07mm,T,360,2k2
R382,0402-RES,89.81mm,15.03mm,T,-90,47
R383,0402-RES,90.28mm,4.56mm,T,-90,47
R385,1206,86.00mm,9.80mm,T,-90,125
R386,0402-RES,91.71mm,68.69mm,T,-90,250
R387,0402-RES,89.65mm,68.69mm,T,-90,250
R389,0805,86.31mm,29.32mm,T,270,0
R411,1206,98.70mm,20.11mm,T,-90,125
R416,0402-RES,102.51mm,15.03mm,T,-90,47
R417,0402-RES,102.98mm,4.56mm,T,-90,47
R419,1206,98.70mm,9.80mm,T,-90,125
R420,0402-RES,104.41mm,68.69mm,T,-90,250
R421,0402-RES,102.35mm,68.69mm,T,-90,250
R423,0805,99.01mm,29.32mm,T,270,0
R428,1206,187.60mm,20.11mm,T,-90,125
R433,0402-RES,191.41mm,15.03mm,T,-90,47
R434,0402-RES,191.88mm,4.56mm,T,-90,47
R436,1206,187.60mm,9.80mm,T,-90,125
R437,0402-RES,193.31mm,68.69mm,T,-90,250
R438,0402-RES,191.25mm,68.69mm,T,-90,250
R440,0805,187.91mm,29.32mm,T,270,0
R445,1206,111.39mm,20.11mm,T,-90,125
R450,0402-RES,115.20mm,15.03mm,T,-90,47
R451,0402-RES,115.68mm,4.56mm,T,-90,47
R453,1206,111.39mm,9.80mm,T,-90,125
R454,0402-RES,117.11mm,68.69mm,T,-90,250
R455,0402-RES,115.05mm,68.69mm,T,-90,250
R457,0805,111.71mm,29.32mm,T,270,0
TVS1,SOD-323,123.14mm,-67.83mm,T,360,
TVS2,SOD-323,134.57mm,-60.53mm,T,180,
TVS3,SOD-323,82.98mm,-63.39mm,T,360,
TVS4,SOD-323,67.10mm,-63.23mm,T,360,
U$15,PRTR5V0U2X,48.21mm,-77.04mm,T,180,PRTR5V0U2X
U$60,FIDUCIAL,-10.65mm,14.70mm,T,270,FIDUCIAL
U$62,FIDUCIAL,-12.18mm,-82.81mm,T,270,FIDUCIAL
U$63,FIDUCIAL,202.07mm,-81.59mm,T,270,FIDUCIAL
U$64,FIDUCIAL,203.10mm,67.95mm,T,270,FIDUCIAL
U33,SOP65P640X110-20N,74.57mm,-51.01mm,T,-90,PCA9545APW
U37,SOP65P640X120-14N,201.25mm,-20.21mm,T,270,SN74LVC125APW
